Order_ID,Order_Date,Customer_ID,Customer_Name,State,Region_Raw,Region,Product_ID,Product_Name,Fabric_Type,Quantity_Meters_Raw,Quantity_Meters,Unit_Price,Discount_Percent,Gross_Amount,Sales_Amount_Raw,Sales_Amount_Expected,Sales_Match,Order_Status_Raw,Order_Status,Payment_Method_Raw,Payment_Method,Order_Month,Order_Quarter,Order_Year
ORDX00125,6/27/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX206,Silk Fusion,Silk Blend,44,44,617,8,27148,24976.16,24976.16,Match,Delivered,Delivered,Credit,Credit,Jun,Q2,2026
ORDX00126,3/25/2026,C108,Punjab Cloth Market,Punjab,North,North,TX202,Printed Cambric,Printed Cotton,355,355,249,12,88395,77787.6,77787.6,Match,Delivered,Delivered,UPI,UPI,Mar,Q1,2026
ORDX00127,2/7/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX208,Athleisure Knit,Cotton Lycra,453,453,310,10,140430,126387,126387,Match,Cancelled,Cancelled,Bank Transfer,Bank Transfer,Feb,Q1,2026
ORDX00128,11/30/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX202,Printed Cambric,Printed Cotton,410,410,253,3,103730,100618.1,100618.1,Match,Delivered,Delivered,Cash,Cash,Nov,Q4,2026
ORDX00129,10/23/2026,C103,LoomCraft India,Karnataka,South,South,TX201,Organic Cotton,Cotton,354,354,237,10,83898,75508.2,75508.2,Match,Processing,Processing,Cash,Cash,Oct,Q4,2026
ORDX00130,9/27/2026,C109,Odisha Style Mills,Odisha,East,East,TX205,Linen Touch,Linen Blend,325,325,379,8,123175,113321,113321,Match,Processing,Processing,Cash,Cash,Sep,Q3,2026
ORDX00131,3/30/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX204,Rayon Flex,Rayon,76,76,242,0,18392,18392,18392,Match,Processing,Processing,Cash,Cash,Mar,Q1,2026
ORDX00132,1/23/2026,C106,Royal Weave Traders,Gujarat,West,West,TX201,Organic Cotton,Cotton,609,609,210,12,127890,112543.2,112543.2,Match,Delivered,Delivered,UPI,UPI,Jan,Q1,2026
ORDX00133,11/5/2026,C107,Coastal Cotton Co,Kerala,South,South,TX202,Printed Cambric,Printed Cotton,650,650,263,15,170950,145307.5,145307.5,Match,Delivered,Delivered,Cash,Cash,Nov,Q4,2026
ORDX00134,2/11/2026,C107,Coastal Cotton Co,Kerala,South,South,TX203,Premium Denim,Denim,482,482,339,5,163398,155228.1,155228.1,Match,Processing,Processing,UPI,UPI,Feb,Q1,2026
ORDX00135,6/6/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX207,Poly Viscose,Viscose,584,584,200,0,116800,116800,116800,Match,Shipped,Shipped,Cash,Cash,Jun,Q2,2026
ORDX00136,9/11/2026,C107,Coastal Cotton Co,Kerala,South,South,TX201,Organic Cotton,Cotton,230,230,211,10,48530,43677,43677,Match,Processing,Processing,Cash,Cash,Sep,Q3,2026
ORDX00137,4/28/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX201,Organic Cotton,Cotton,193,193,213,12,41109,36175.92,36175.92,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Apr,Q2,2026
ORDX00138,9/18/2026,C108,Punjab Cloth Market,Punjab,North,North,TX208,Athleisure Knit,Cotton Lycra,191,191,283,12,54053,47566.64,47566.64,Match,Shipped,Shipped,Credit,Credit,Sep,Q3,2026
ORDX00139,8/31/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX203,Premium Denim,Denim,326,326,335,2,109210,107025.8,107025.8,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,Aug,Q3,2026
ORDX00140,12/26/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX210,Matte Polyester,Polyester,584,584,177,10,103368,93031.2,93031.2,Match,Delivered,Delivered,Credit,Credit,Dec,Q4,2026
ORDX00141,5/21/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX210,Matte Polyester,Polyester,650,650,187,10,121550,109395,109395,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00142,11/20/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX204,Rayon Flex,Rayon,167,167,229,15,38243,32506.55,32506.55,Match,Shipped,Shipped,Credit,Credit,Nov,Q4,2026
ORDX00143,2/20/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX210,Matte Polyester,Polyester,63,63,177,10,11151,10035.9,10035.9,Match,Processing,Processing,Cash,Cash,Feb,Q1,2026
ORDX00144,10/29/2026,C107,Coastal Cotton Co,Kerala,South,South,TX201,Organic Cotton,Cotton,647,647,235,8,152045,139881.4,139881.4,Match,Processing,Processing,UPI,UPI,Oct,Q4,2026
ORDX00145,2/24/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX206,Silk Fusion,Silk Blend,405,405,609,15,246645,209648.25,209648.25,Match,Delivered,Delivered,UPI,UPI,Feb,Q1,2026
ORDX00146,7/21/2026,C105,Northern Apparel Works,Delhi,North,North,TX209,Workwear Poly,Poly Cotton,470,470,210,0,98700,98700,98700,Match,Shipped,Shipped,Cash,Cash,Jul,Q3,2026
ORDX00147,3/31/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX209,Workwear Poly,Poly Cotton,109,109,191,10,20819,18737.1,18737.1,Match,Delivered,Delivered,Cash,Cash,Mar,Q1,2026
ORDX00148,5/8/2026,C102,Metro Fabric House,Maharashtra,West,West,TX201,Organic Cotton,Cotton,213,213,233,10,49629,44666.1,44666.1,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00149,12/10/2026,C106,Royal Weave Traders,Gujarat,West,West,TX205,Linen Touch,Linen Blend,195,195,403,0,78585,78585,78585,Match,Shipped,Shipped,Credit,Credit,Dec,Q4,2026
ORDX00150,2/18/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX202,Printed Cambric,Printed Cotton,118,118,261,0,30798,30798,30798,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Feb,Q1,2026
ORDX00151,11/23/2026,C108,Punjab Cloth Market,Punjab,North,North,TX201,Organic Cotton,Cotton,175,175,232,10,40600,36540,36540,Match,Delivered,Delivered,Cash,Cash,Nov,Q4,2026
ORDX00152,1/19/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX208,Athleisure Knit,Cotton Lycra,52,52,293,0,15236,15236,15236,Match,Shipped,Shipped,Credit,Credit,Jan,Q1,2026
ORDX00153,4/23/2026,C102,Metro Fabric House,Maharashtra,West,West,TX206,Silk Fusion,Silk Blend,148,148,600,10,88800,79920,79920,Match,Processing,Processing,Bank Transfer,Bank Transfer,Apr,Q2,2026
ORDX00154,2/24/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX208,Athleisure Knit,Cotton Lycra,677,677,289,15,195653,166305.05,166305.05,Match,Delivered,Delivered,credit,Credit,Feb,Q1,2026
ORDX00155,3/28/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX201,Organic Cotton,Cotton,89,89,227,5,20203,19192.85,19192.85,Match,Processing,Processing,UPI,UPI,Mar,Q1,2026
ORDX00156,11/19/2026,C109,Odisha Style Mills,Odisha,East,East,TX207,Poly Viscose,Viscose,477,477,228,12,108756,95705.28,95705.28,Match,Shipped,Shipped,UPI,UPI,Nov,Q4,2026
ORDX00157,2/20/2026,C105,Northern Apparel Works,Delhi,North,North,TX203,Premium Denim,Denim,643,643,339,5,217977,207078.15,207078.15,Match,Shipped,Shipped,Cash,Cash,Feb,Q1,2026
ORDX00158,10/29/2026,C108,Punjab Cloth Market,Punjab,North,North,TX208,Athleisure Knit,Cotton Lycra,525,525,283,15,148575,126288.75,126288.75,Match,Cancelled,Cancelled,Wallet,Wallet,Oct,Q4,2026
ORDX00159,1/7/2026,C107,Coastal Cotton Co,Kerala,South,South,TX202,Printed Cambric,Printed Cotton,364,364,245,12,89180,78478.4,78478.4,Match,Delivered,Delivered,Cash,Cash,Jan,Q1,2026
ORDX00160,10/12/2026,C103,LoomCraft India,Karnataka,South,South,TX204,Rayon Flex,Rayon,116,116,225,2,26100,25578,25578,Match,Processing,Processing,Bank Transfer,Bank Transfer,Oct,Q4,2026
ORDX00161,7/14/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX210,Matte Polyester,Polyester,505,505,181,12,91405,80436.4,80436.4,Match,Processing,Processing,Wallet,Wallet,Jul,Q3,2026
ORDX00162,8/14/2026,C106,Royal Weave Traders,Gujarat,West,West,TX209,Workwear Poly,Poly Cotton,87,87,192,5,16704,15868.8,15868.8,Match,Cancelled,Cancelled,Bank Transfer,Bank Transfer,Aug,Q3,2026
ORDX00163,7/21/2026,C108,Punjab Cloth Market,Punjab,North,North,TX201,Organic Cotton,Cotton,192,192,236,15,45312,38515.2,38515.2,Match,Cancelled,Cancelled,UPI,UPI,Jul,Q3,2026
ORDX00164,7/28/2026,C102,Metro Fabric House,Maharashtra,West,West,TX203,Premium Denim,Denim,560,560,332,0,185920,185920,185920,Match,Shipped,Shipped,UPI,UPI,Jul,Q3,2026
ORDX00165,9/3/2026,C107,Coastal Cotton Co,Kerala,South,South,TX209,Workwear Poly,Poly Cotton,312,312,203,3,63336,61435.92,61435.92,Match,Returned,Returned,Credit,Credit,Sep,Q3,2026
ORDX00166,10/20/2026,C102,Metro Fabric House,Maharashtra,West,West,TX207,Poly Viscose,Viscose,109,109,217,10,23653,21287.7,21287.7,Match,Delivered,Delivered,Credit,Credit,Oct,Q4,2026
ORDX00167,2/3/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX209,Workwear Poly,Poly Cotton,51,51,214,8,10914,10040.88,10040.88,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Feb,Q1,2026
ORDX00168,12/28/2026,C107,Coastal Cotton Co,Kerala,South,South,TX205,Linen Touch,Linen Blend,376,376,401,8,150776,138713.92,138713.92,Match,Cancelled,Cancelled,Cash,Cash,Dec,Q4,2026
ORDX00169,9/25/2026,C108,Punjab Cloth Market,Punjab,North,North,TX202,Printed Cambric,Printed Cotton,489,489,257,2,125673,123159.54,123159.54,Match,Processing,Processing,Wallet,Wallet,Sep,Q3,2026
ORDX00170,2/15/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX210,Matte Polyester,Polyester,610,610,197,2,120170,117766.6,117766.6,Match,Returned,Returned,UPI,UPI,Feb,Q1,2026
ORDX00171,10/19/2026,C103,LoomCraft India,Karnataka,South,South,TX205,Linen Touch,Linen Blend,405,405,403,2,163215,159950.7,159950.7,Match,Delivered,Delivered,Cash,Cash,Oct,Q4,2026
ORDX00172,7/6/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX201,Organic Cotton,Cotton,261,261,211,10,55071,49563.9,49563.9,Match,Delivered,Delivered,Wallet,Wallet,Jul,Q3,2026
ORDX00173,9/7/2026,C108,Punjab Cloth Market,Punjab,North,North,TX201,Organic Cotton,Cotton,582,582,229,12,133278,117284.64,117284.64,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Sep,Q3,2026
ORDX00174,12/31/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX201,Organic Cotton,Cotton,516,516,235,0,121260,121260,121260,Match,Delivered,Delivered,UPI,UPI,Dec,Q4,2026
ORDX00175,1/17/2026,C109,Odisha Style Mills,Odisha,East,East,TX208,Athleisure Knit,Cotton Lycra,675,675,308,0,207900,207900,207900,Match,Shipped,Shipped,Credit,Credit,Jan,Q1,2026
ORDX00176,10/18/2026,C109,Odisha Style Mills,Odisha,East,East,TX207,Poly Viscose,Viscose,165,165,204,2,33660,32986.8,32986.8,Match,Delivered,Delivered,Cash,Cash,Oct,Q4,2026
ORDX00177,1/12/2026,C106,Royal Weave Traders,Gujarat,West,West,TX202,Printed Cambric,Printed Cotton,309,309,256,8,79104,72775.68,72775.68,Match,Processing,Processing,UPI,UPI,Jan,Q1,2026
ORDX00178,2/26/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX210,Matte Polyester,Polyester,531,531,181,12,96111,84577.68,84577.68,Match,Delivered,Delivered,Cash,Cash,Feb,Q1,2026
ORDX00179,3/22/2026,C108,Punjab Cloth Market,Punjab,North,North,TX205,Linen Touch,Linen Blend,519,519,390,10,202410,182169,182169,Match,Processing,Processing,UPI,UPI,Mar,Q1,2026
ORDX00180,9/25/2026,C102,Metro Fabric House,Maharashtra,West,West,TX209,Workwear Poly,Poly Cotton,689,689,215,3,148135,143690.95,143690.95,Match,Delivered,Delivered,Credit,Credit,Sep,Q3,2026
ORDX00181,10/9/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX207,Poly Viscose,Viscose,120,120,206,2,24720,24225.6,24225.6,Match,Delivered,Delivered,Wallet,Wallet,Oct,Q4,2026
ORDX00182,6/25/2026,C107,Coastal Cotton Co,Kerala,South,South,TX209,Workwear Poly,Poly Cotton,532,532,212,3,112784,109400.48,109400.48,Match,Processing,Processing,Bank Transfer,Bank Transfer,Jun,Q2,2026
ORDX00183,4/13/2026,C107,Coastal Cotton Co,Kerala,South,South,TX203,Premium Denim,Denim,307,307,355,10,108985,98086.5,98086.5,Match,delivered,Delivered,Bank Transfer,Bank Transfer,Apr,Q2,2026
ORDX00184,5/11/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX202,Printed Cambric,Printed Cotton,205,205,270,15,55350,47047.5,47047.5,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00185,1/4/2026,C107,Coastal Cotton Co,Kerala,South,South,TX208,Athleisure Knit,Cotton Lycra,383,383,304,10,116432,104788.8,104788.8,Match,Shipped,Shipped,UPI,UPI,Jan,Q1,2026
ORDX00186,11/7/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX202,Printed Cambric,Printed Cotton,204,204,274,2,55896,54778.08,54778.08,Match,Delivered,Delivered,Wallet,Wallet,Nov,Q4,2026
ORDX00187,2/8/2026,C102,Metro Fabric House,Maharashtra,West,West,TX203,Premium Denim,Denim,63,63,341,10,21483,19334.7,19334.7,Match,Delivered,Delivered,Wallet,Wallet,Feb,Q1,2026
ORDX00188,9/29/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX209,Workwear Poly,Poly Cotton,474,474,204,5,96696,91861.2,91861.2,Match,Delivered,Delivered,UPI,UPI,Sep,Q3,2026
ORDX00189,3/6/2026,C107,Coastal Cotton Co,Kerala,South,South,TX204,Rayon Flex,Rayon,37,37,238,8,8806,8101.52,8101.52,Match,Delivered,Delivered,Credit,Credit,Mar,Q1,2026
ORDX00190,10/20/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX202,Printed Cambric,Printed Cotton,699,699,245,15,171255,145566.75,145566.75,Match,Cancelled,Cancelled,UPI,UPI,Oct,Q4,2026
ORDX00191,12/10/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX209,Workwear Poly,Poly Cotton,174,174,215,3,37410,36287.7,36287.7,Match,Processing,Processing,Wallet,Wallet,Dec,Q4,2026
ORDX00192,10/22/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX206,Silk Fusion,Silk Blend,474,474,608,12,288192,253608.96,253608.96,Match,Shipped,Shipped,Wallet,Wallet,Oct,Q4,2026
ORDX00193,7/18/2026,C102,Metro Fabric House,Maharashtra,West,West,TX209,Workwear Poly,Poly Cotton,598,598,216,5,129168,122709.6,122709.6,Match,Delivered,Delivered,Wallet,Wallet,Jul,Q3,2026
ORDX00194,8/31/2026,C106,Royal Weave Traders,Gujarat,West,West,TX205,Linen Touch,Linen Blend,527,527,384,10,202368,182131.2,182131.2,Match,Delivered,Delivered,UPI,UPI,Aug,Q3,2026
ORDX00195,8/29/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX209,Workwear Poly,Poly Cotton,540,540,213,3,115020,111569.4,111569.4,Match,Delivered,Delivered,Wallet,Wallet,Aug,Q3,2026
ORDX00196,6/26/2026,C106,Royal Weave Traders,Gujarat,West,West,TX207,Poly Viscose,Viscose,555,555,219,3,121545,117898.65,117898.65,Match,Returned,Returned,Wallet,Wallet,Jun,Q2,2026
ORDX00197,6/27/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX210,Matte Polyester,Polyester,96,96,193,0,18528,18528,18528,Match,Cancelled,Cancelled,Cash,Cash,Jun,Q2,2026
ORDX00198,3/30/2026,C106,Royal Weave Traders,Gujarat,West,West,TX208,Athleisure Knit,Cotton Lycra,363,363,293,5,106359,101041.05,101041.05,Match,Processing,Processing,Cash,Cash,Mar,Q1,2026
ORDX00199,11/19/2026,C109,Odisha Style Mills,Odisha,East,East,TX208,Athleisure Knit,Cotton Lycra,669,669,308,5,206052,195749.4,195749.4,Match,Cancelled,Cancelled,UPI,UPI,Nov,Q4,2026
ORDX00200,1/9/2026,C102,Metro Fabric House,Maharashtra,West,West,TX210,Matte Polyester,Polyester,497,497,194,15,96418,81955.3,81955.3,Match,delivered,Delivered,Cash,Cash,Jan,Q1,2026
ORDX00201,5/4/2026,C102,Metro Fabric House,Maharashtra,,#REF!,TX208,Athleisure Knit,Cotton Lycra,72,72,306,15,22032,18727.2,18727.2,Match,Shipped,Shipped,Credit,Credit,May,Q2,2026
ORDX00202,2/6/2026,C102,Metro Fabric House,Maharashtra,West,West,TX206,Silk Fusion,Silk Blend,350,350,607,15,212450,180582.5,180582.5,Match,Cancelled,Cancelled,Wallet,Wallet,Feb,Q1,2026
ORDX00203,2/9/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX202,Printed Cambric,Printed Cotton,335,335,274,15,91790,78021.5,78021.5,Match,Shipped,Shipped,credit,Credit,Feb,Q1,2026
ORDX00204,2/9/2026,C103,LoomCraft India,Karnataka,South,South,TX208,Athleisure Knit,Cotton Lycra,74,74,292,3,21608,20959.76,20959.76,Match,Delivered,Delivered,Cash,Cash,Feb,Q1,2026
ORDX00205,2/28/2026,C108,Punjab Cloth Market,Punjab,North,North,TX201,Organic Cotton,Cotton,605,605,218,15,131890,112106.5,112106.5,Match,Delivered,Delivered,Wallet,Wallet,Feb,Q1,2026
ORDX00206,6/19/2026,C109,Odisha Style Mills,Odisha,East,East,TX205,Linen Touch,Linen Blend,390,390,401,12,156390,137623.2,137623.2,Match,Processing,Processing,Wallet,Wallet,Jun,Q2,2026
ORDX00207,9/6/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX210,Matte Polyester,Polyester,65,65,179,12,11635,10238.8,10238.8,Match,Delivered,Delivered,Cash,Cash,Sep,Q3,2026
ORDX00208,3/23/2026,C105,Northern Apparel Works,Delhi,North,North,TX207,Poly Viscose,Viscose,390,390,213,2,83070,81408.6,81408.6,Match,Processing,Processing,Bank Transfer,Bank Transfer,Mar,Q1,2026
ORDX00209,8/12/2026,C107,Coastal Cotton Co,Kerala,South,South,TX202,Printed Cambric,Printed Cotton,559,559,271,10,151489,136340.1,136340.1,Match,Returned,Returned,UPI,UPI,Aug,Q3,2026
ORDX00210,7/7/2026,C108,Punjab Cloth Market,Punjab,North,North,TX202,Printed Cambric,Printed Cotton,482,482,257,15,123874,105292.9,105292.9,Match,Processing,Processing,Cash,Cash,Jul,Q3,2026
ORDX00211,8/21/2026,C107,Coastal Cotton Co,Kerala,South,South,TX210,Matte Polyester,Polyester,258,258,200,2,51600,50568,50568,Match,Delivered,Delivered,Wallet,Wallet,Aug,Q3,2026
ORDX00212,12/18/2026,C106,Royal Weave Traders,Gujarat,West,West,TX204,Rayon Flex,Rayon,518,518,228,2,118104,115741.92,115741.92,Match,Delivered,Delivered,UPI,UPI,Dec,Q4,2026
ORDX00213,7/12/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX206,Silk Fusion,Silk Blend,56,56,618,2,34608,33915.84,33915.84,Match,Delivered,Delivered,Credit,Credit,Jul,Q3,2026
ORDX00214,9/8/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX204,Rayon Flex,Rayon,261,261,253,5,66033,62731.35,62731.35,Match,Delivered,Delivered,Wallet,Wallet,Sep,Q3,2026
ORDX00215,5/14/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX201,Organic Cotton,Cotton,113,113,228,15,25764,21899.4,21899.4,Match,Delivered,Delivered,Credit,Credit,May,Q2,2026
ORDX00216,10/12/2026,C102,Metro Fabric House,Maharashtra,West,West,TX202,Printed Cambric,Printed Cotton,550,550,247,0,135850,135850,135850,Match,Delivered,Delivered,Wallet,Wallet,Oct,Q4,2026
ORDX00217,10/15/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX204,Rayon Flex,Rayon,164,164,238,12,39032,34348.16,34348.16,Match,Delivered,Delivered,Cash,Cash,Oct,Q4,2026
ORDX00218,12/3/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX203,Premium Denim,Denim,416,416,348,5,144768,137529.6,137529.6,Match,Delivered,Delivered,Wallet,Wallet,Dec,Q4,2026
ORDX00219,9/19/2026,C105,Northern Apparel Works,Delhi,North,North,TX204,Rayon Flex,Rayon,693,693,229,0,158697,158697,158697,Match,Returned,Returned,UPI,UPI,Sep,Q3,2026
ORDX00220,1/15/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX206,Silk Fusion,Silk Blend,-196,196,597,8,117012,107651.04,107651.04,Match,Delivered,Delivered,UPI,UPI,Jan,Q1,2026
ORDX00221,9/28/2026,C108,Punjab Cloth Market,Punjab,North,North,TX202,Printed Cambric,Printed Cotton,526,526,271,15,142546,121164.1,121164.1,Match,Returned,Returned,UPI,UPI,Sep,Q3,2026
ORDX00222,1/8/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX205,Linen Touch,Linen Blend,625,625,388,3,242500,235225,235225,Match,Delivered,Delivered,Cash,Cash,Jan,Q1,2026
ORDX00223,1/24/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX205,Linen Touch,Linen Blend,412,412,394,3,162328,157458.16,157458.16,Match,Processing,Processing,UPI,UPI,Jan,Q1,2026
ORDX00224,8/24/2026,C107,Coastal Cotton Co,Kerala,South,South,TX201,Organic Cotton,Cotton,555,555,225,10,124875,112387.5,112387.5,Match,Delivered,Delivered,Wallet,Wallet,Aug,Q3,2026
ORDX00225,12/10/2026,C105,Northern Apparel Works,Delhi,North,North,TX202,Printed Cambric,Printed Cotton,618,618,257,3,158826,154061.22,154061.22,Match,Delivered,Delivered,Wallet,Wallet,Dec,Q4,2026
ORDX00226,4/5/2026,C102,Metro Fabric House,Maharashtra,West,West,TX202,Printed Cambric,Printed Cotton,200,200,255,15,51000,43350,43350,Match,Shipped,Shipped,UPI,UPI,Apr,Q2,2026
ORDX00227,9/24/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX206,Silk Fusion,Silk Blend,248,248,618,3,153264,148666.08,148666.08,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Sep,Q3,2026
ORDX00228,3/27/2026,C109,Odisha Style Mills,Odisha,East,East,TX206,Silk Fusion,Silk Blend,126,126,595,5,74970,71221.5,71221.5,Match,Delivered,Delivered,Credit,Credit,Mar,Q1,2026
ORDX00229,1/2/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX201,Organic Cotton,Cotton,259,259,218,0,56462,56462,56462,Match,Delivered,Delivered,UPI,UPI,Jan,Q1,2026
ORDX00230,4/13/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX210,Matte Polyester,Polyester,228,228,176,10,40128,36115.2,36115.2,Match,Delivered,Delivered,Credit,Credit,Apr,Q2,2026
ORDX00231,4/16/2026,C102,Metro Fabric House,Maharashtra,West,West,TX202,Printed Cambric,Printed Cotton,462,462,252,0,116424,116424,116424,Match,Shipped,Shipped,Cash,Cash,Apr,Q2,2026
ORDX00232,1/9/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX206,Silk Fusion,Silk Blend,107,107,625,12,66875,58850,58850,Match,Delivered,Delivered,Credit,Credit,Jan,Q1,2026
ORDX00233,11/24/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX208,Athleisure Knit,Cotton Lycra,352,352,309,5,108768,103329.6,103329.6,Match,Shipped,Shipped,Cash,Cash,Nov,Q4,2026
ORDX00234,11/10/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX204,Rayon Flex,Rayon,56,56,255,2,14280,13994.4,13994.4,Match,Shipped,Shipped,UPI,UPI,Nov,Q4,2026
ORDX00235,1/14/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX210,Matte Polyester,Polyester,46,46,181,12,8326,7326.88,7326.88,Match,Delivered,Delivered,Wallet,Wallet,Jan,Q1,2026
ORDX00236,5/27/2026,C103,LoomCraft India,Karnataka,South,South,TX210,Matte Polyester,Polyester,601,601,173,10,103973,93575.7,93575.7,Match,Shipped,Shipped,Wallet,Wallet,May,Q2,2026
ORDX00237,7/2/2026,C107,Coastal Cotton Co,Kerala,South,South,TX205,Linen Touch,Linen Blend,322,322,386,3,124292,120563.24,120563.24,Match,Delivered,Delivered,Credit,Credit,Jul,Q3,2026
ORDX00238,2/6/2026,C103,LoomCraft India,Karnataka,South,South,TX206,Silk Fusion,Silk Blend,386,386,603,15,232758,197844.3,197844.3,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Feb,Q1,2026
ORDX00239,2/4/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX203,Premium Denim,Denim,479,479,346,8,165734,152475.28,152475.28,Match,Delivered,Delivered,UPI,UPI,Feb,Q1,2026
ORDX00240,12/16/2026,C107,Coastal Cotton Co,Kerala,South,South,TX201,Organic Cotton,Cotton,193,193,238,2,45934,45015.32,45015.32,Match,Processing,Processing,Wallet,Wallet,Dec,Q4,2026
ORDX00241,6/1/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX204,Rayon Flex,Rayon,596,596,243,0,144828,144828,144828,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Jun,Q2,2026
ORDX00242,12/20/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX205,Linen Touch,Linen Blend,546,546,376,5,205296,195031.2,195031.2,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,Dec,Q4,2026
ORDX00243,8/31/2026,C106,Royal Weave Traders,Gujarat,West,West,TX207,Poly Viscose,Viscose,405,405,221,2,89505,87714.9,87714.9,Match,Delivered,Delivered,Cash,Cash,Aug,Q3,2026
ORDX00244,1/21/2026,C102,Metro Fabric House,Maharashtra,West,West,TX208,Athleisure Knit,Cotton Lycra,554,554,295,5,163430,155258.5,155258.5,Match,Shipped,Shipped,Credit,Credit,Jan,Q1,2026
ORDX00245,10/20/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX202,Printed Cambric,Printed Cotton,587,587,266,10,156142,140527.8,140527.8,Match,Processing,Processing,UPI,UPI,Oct,Q4,2026
ORDX00246,8/19/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX202,Printed Cambric,Printed Cotton,179,179,269,3,48151,46706.47,46706.47,Match,Returned,Returned,Credit,Credit,Aug,Q3,2026
ORDX00247,9/18/2026,C103,LoomCraft India,Karnataka,South,South,TX205,Linen Touch,Linen Blend,483,483,386,15,186438,158472.3,158472.3,Match,Delivered,Delivered,Wallet,Wallet,Sep,Q3,2026
ORDX00248,7/14/2026,C107,Coastal Cotton Co,Kerala,South,South,TX210,Matte Polyester,Polyester,664,664,185,10,122840,110556,110556,Match,Delivered,Delivered,Credit,Credit,Jul,Q3,2026
ORDX00249,9/14/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX209,Workwear Poly,Poly Cotton,167,167,197,5,32899,31254.05,31254.05,Match,Shipped,Shipped,UPI,UPI,Sep,Q3,2026
